2000 Australia Square Post Office
2000 Circular Quay
2000 Clarence Street Post Office
2000 Cockatoo Island
2000 Darling Harbour
2000 Dawes Point
2000 Garden Island
2000 Grosvenor Place Post Office
2000 Haymarket
2000 Millers Point
2000 Parliament House Sydney
2000 Railway Square Post Office
2000 Royal Exchange Post Office
2000 Spectacle Island
2000 St James
2000 Sydney South
2000 Taylors Square
2000 the Rocks
2000 the Rocks Sydney
2006 Sydney University
2007 Broadway
2007 Ultimo
2008 Chippendale
2008 Darlington
2009 Pyrmont
2010 Darlinghurst
2010 East Sydney
2010 Surry Hills
2011 Elizabeth Bay
2011 Kings Cross
2011 Potts Point
2011 Rushcutters Bay
2011 Woolloomooloo
2012 Strawberry Hills
2015 Alexandria
2015 Beaconsfield
2016 Redfern
2017 Waterloo
2017 Zetland
2018 Eastlakes
2018 Rosebery
2019 Banksmeadow
2019 Botany
2020 Mascot
2020 Sydney Airport
2021 Centennial Park
2021 Moore Park
2021 Paddington
2022 Bondi Junction
2023 Bellevue Hill
2024 Bronte
2024 Charing Cross
2024 Waverley
2025 Woollahra
2026 Ben Buckler
2026 Bondi
2026 Bondi Beach
2026 Bondi North
2026 North Bondi
2026 Tamarama
2027 Darling Point
2027 Edgecliff
2027 Point Piper
2028 Double Bay
2029 Rose Bay
2029 Woollahra Park
2030 Dover Heights
2030 Rose Bay North
2030 Vaucluse
2030 Watsons Bay
2031 Clovelly
2031 Randwick
2031 St Pauls
2032 Daceyville
2032 Kingsford
2033 Kensington
2034 Coogee
2035 Lurline Bay
2035 Maroubra
2035 Pagewood
2036 Chifley
2036 Hillsdale
2036 La Perouse
2036 Little Bay
2036 Malabar
2036 Matraville
2036 Phillip Bay
2036 Port Botany
2036 Yarra Bay
2037 Forest Lodge
2037 Glebe
2038 Annandale
2039 Rozelle
2040 Leichhardt
2040 Lilyfield
2040 Taverners Hill
2041 Balmain
2041 Birchgrove
2042 Enmore
2042 Newtown
2043 Erskineville
2044 Sheas Creek
2044 St Peters
2044 Sydenham
2044 Tempe
2045 Dobroyd Point
2045 Haberfield
2046 Abbotsford
2046 Canada Bay
2046 Chiswick
2046 Five Dock
2046 Rodd Point
2046 Russell Lea
2046 Wareemba
2046 Wychbury
2047 Drummoyne
2048 Stanmore
2048 Westgate
2049 Lewisham
2049 Petersham
2050 Camperdown
2060 Berrys Bay
2060 Blues Point
2060 Lavender Bay
2060 Mcmahons Point
2060 North Sydney
2060 Waverton
2061 Kirribilli
2061 Milsons Point
2062 Cammeray
2063 Northbridge
2064 Artarmon
2065 Crows Nest
2065 Gore Hill
2065 Greenwich
2065 Mater Misericordiae Hospital
2065 Naremburn
2065 Royal North Shore Hospital
2065 St Leonards
2065 Wollstonecraft
2066 Lane Cove
2066 Linley Point
2066 Longueville
2066 Northwood
2066 Riverview
2067 Chatswood
2067 Chatswood West
2067 Fullers Bridge
2068 Castlecrag
2068 Middle Cove
2068 Willoughby
2069 Castle Cove
2069 Roseville
2070 Lindfield
2071 Killara
2072 Gordon
2073 Pymble
2074 Turramurra
2074 Warrawee
2075 St Ives
2076 Normanhurst
2076 Wahroonga
2077 Asquith
2077 Hornsby (18,800)
2077 Waitara
2079 Mount Colah
2080 Mount Kuring-Gai
2081 Berowra
2081 Cowan
2082 Berowra Heights
2082 Berowra Waters
2084 Cottage Point
2084 Duffys Forest
2084 Terrey Hills
2085 Belrose
2085 Davidson
2086 Frenchs Forest
2086 Sorlie
2087 Forestville
2087 Killarney Heights
2088 Balmoral
2088 Beauty Point
2088 Clifton Gardens
2088 Georges Heights
2088 Middle Head
2088 Mosman
2088 Mosmans Bay
2088 Spit Junction
2088 Taronga Park
2088 the Spit
2089 Kurraba Point
2089 Neutral Bay
2090 Cremorne
2092 North Seaforth
2092 Seaforth
2093 Balgowlah
2093 Clontarf
2093 Dobroyd Head
2093 Manly Vale
2094 Fairlight
2095 Manly
2095 North Head
2095 North Steyne
2096 Curl Curl
2096 Harbord
2096 Queenscliff (1,416)
2097 Collaroy
2097 Collaroy Plateau
2097 Wheeler Heights
2099 Cromer
2099 Dee Why
2099 Narraweena
2099 North Curl Curl
2099 Wingala
2100 Allambie
2100 Allambie Heights
2100 Beacon Hill
2100 Brookvale
2100 North Manly
2100 Oxford Falls
2100 Warringah Mall
2101 Elanora Heights
2101 Ingleside
2101 Narrabeen
2102 Warriewood
2103 Mona Vale
2104 Bayview
2105 Church Point
2106 Newport
2106 Newport Beach
2107 Avalon
2107 Avalon Beach
2107 Bilgola
2107 Careel Bay
2107 Clareville Beach
2107 Stokes Point
2107 Whale Beach
2108 Palm Beach
2108 the Basin
2109 Macquarie University
2110 Hunters Hill
2110 Woolwich
2111 Boronia Park
2111 Gladesville
2111 Henley
2111 Huntleys Point
2111 Monash Park
2111 Tennyson
2112 Denistone East
2112 Putney
2112 Ryde
2113 Adwill Place
2113 Macquarie Centre
2113 North Ryde
2113 Sagar Place
2114 Denistone
2114 Faraday Park
2114 Meadowbank
2114 Melrose Park
2114 West Ryde
2115 Ermington
2116 Rydalmere
2117 Dundas
2117 Telopea
2118 Carlingford
2118 Carlingford Shopping Square
2118 Kingsdene
2118 Roselea
2119 Beecroft
2119 Cheltenham
2120 Pennant Hills
2120 Thornleigh
2120 Westleigh
2121 Epping
2122 Eastwood
2122 Marsfield
2125 West Pennant Hills
2126 Cherrybrook
2129 Flemington Markets
2130 Summer Hill
2131 Ashfield
2132 Croydon
2133 Croydon Park
2133 Enfield South
2134 Burwood
2135 Strathfield
2136 Enfield
2136 Strathfield South
2137 Cabarita
2137 Concord
2137 Mortlake
2137 Strathfield North
2138 Concord West
2138 Rhodes
2139 Concord Repatriation Hospital
2140 Flemington
2140 Homebush
2140 Strathfield West
2141 Berala
2141 Lidcombe
2141 Silverwater
2142 Blaxcell
2142 Camellia
2142 Clyde
2142 Granville
2142 Rosehill
2143 Birrong
2143 Potts Hill
2143 Regents Park
2144 Auburn
2145 Girraween
2145 Greystanes
2145 Mays Hill
2145 Pendle Hill
2145 Wentworthville
2145 Westmead
2146 Old Toongabbie
2146 Toongabbie
2147 Kings Langley
2147 Lalor Park
2147 Seven Hills
2148 Blacktown
2148 Kings Park
2148 Marayong
2148 Prospect
2148 Westpoint
2150 Harris Park
2150 Parramatta
2151 North Parramatta
2151 North Rocks
2152 Northmead
2153 Baulkham Hills
2153 Chisholm Centre
2153 Model Farms
2153 Winston Hills
2154 Castle Hill
2155 Kellyville
2155 Parklea
2155 Rouse Hill
2156 Annangrove
2156 Glenhaven
2156 Kenthurst
2157 Glenorie
2158 Dural
2158 Round Corner
2159 Arcadia
2159 Berrilee
2159 Fiddletown
2159 Galston
2160 Guildford North
2160 Leawarra
2160 Merrylands
2161 Guildford
2161 Old Guildford
2161 Sheridan Heights
2161 Yennora
2162 Chester Hill
2162 Sefton
2163 Carramar
